nct_id;url_link;lead_sponsor;overall_status;results_reported;is_overdue;completion_date;results_date;download_date;brief_title;population_type
NCT00204100;https://clinicaltrials.gov/show/NCT00204100;University of Glasgow;Unknown status;False;True;Not given;No;2019-09-18;Paraplegic Cycling: Improving Health After Spinal Cord Injury;2-no result and overdue
NCT00204126;https://clinicaltrials.gov/show/NCT00204126;University of Glasgow;Unknown status;False;True;Not given;No;2019-09-18;Exercise Testing During Treadmill Gait in Incomplete Spinal Cord Injury;2-no result and overdue
NCT01645995;https://clinicaltrials.gov/show/NCT01645995;University of Reading;Completed;False;True;2013-03-01;No;2019-09-18;The Impact of Reformulated Foods on Cardiovascular Risk Factors;2-no result and overdue
NCT01640015;https://clinicaltrials.gov/show/NCT01640015;Imperial College London;Withdrawn;False;False;2012-01-01;No;2019-09-18;The Effect of Eating Frequency on Blood Pressure;3-no result and not yet overdue
NCT01641289;https://clinicaltrials.gov/show/NCT01641289;University of Oxford;Completed;False;True;2014-09-13;No;2019-09-18;Paracetamol Effect on Oxidative Stress and Renal Function in Severe Malaria;2-no result and overdue
NCT01641588;https://clinicaltrials.gov/show/NCT01641588;University of Southampton;Completed;False;True;2012-03-01;No;2019-09-18;Are You Sitting Down: Cognitive Exectutive Function Task Comparison Between Seated and Standing Positions;2-no result and overdue
NCT01647269;https://clinicaltrials.gov/show/NCT01647269;University College London;Completed;False;True;2014-11-01;No;2019-09-18;A Trial of Bilateral Deep Brain Stimulation to the Globus Pallidus Internum in Tourette Syndrome;2-no result and overdue
NCT01642641;https://clinicaltrials.gov/show/NCT01642641;Queen Mary University of London;Recruiting;False;False;2021-04-01;No;2019-09-18;Different Surgical Modalities in the Treatment of Periodontitis;3-no result and not yet overdue
NCT01640652;https://clinicaltrials.gov/show/NCT01640652;University of Oxford;Active, not recruiting;False;True;2013-07-01;No;2019-09-18;MenPF-1 - A New Vaccine Against Meningococcal Disease;2-no result and overdue
NCT01640587;https://clinicaltrials.gov/show/NCT01640587;University of Oxford;Completed;False;True;2017-03-01;No;2019-09-18;Compare the Effectiveness Between Existing Treatment and New Treatment;2-no result and overdue
NCT01640574;https://clinicaltrials.gov/show/NCT01640574;University of Oxford;Completed;False;True;2015-07-01;No;2019-09-18;Comparison Between 7 and 14 Day Primaquine Combined With Dihydroartemisinin-piperaquine or 3 Day Chloroquine Radical Cure of P. Vivax (BPD);2-no result and overdue
NCT03377296;https://clinicaltrials.gov/show/NCT03377296;University of Oxford;Active, not recruiting;False;False;2023-04-13;No;2019-09-18;Study of Controlled Human Plasmodium Vivax Infection;3-no result and not yet overdue
NCT03373734;https://clinicaltrials.gov/show/NCT03373734;University of Edinburgh;Recruiting;False;False;2019-03-01;No;2019-09-18;Enjoy Your Bump : Online Cognitive Behavioural Therapy in Pregnancy;3-no result and not yet overdue
NCT03372421;https://clinicaltrials.gov/show/NCT03372421;University of Sheffield;Completed;False;False;2019-04-30;No;2019-09-18;The Use of Social Stories to Reduce Negative Affect and Improve Satisfaction in Adults Attending an ASD Assessment;3-no result and not yet overdue
NCT03371862;https://clinicaltrials.gov/show/NCT03371862;Imperial College London;Not yet recruiting;False;False;2020-08-30;No;2019-09-18;Liraglutide on Decreasing Parenteral Support in Short Bowel Patients (SLIPS);3-no result and not yet overdue
NCT03379818;https://clinicaltrials.gov/show/NCT03379818;University of Birmingham;Recruiting;False;False;2020-02-01;No;2019-09-18;Vocabulary Intervention for Late Talkers;3-no result and not yet overdue
NCT01750307;https://clinicaltrials.gov/show/NCT01750307;King's College London;Unknown status;False;True;2014-09-01;No;2019-09-18;The Relationship of Essential Fatty Acids to Adult ADHD: The OCEAN Study (Oils and Cognitive Effects in Adult ADHD Neurodevelopment);2-no result and overdue
NCT01754753;https://clinicaltrials.gov/show/NCT01754753;University of Sheffield;Terminated;False;True;2013-04-01;No;2019-09-18;Putting Life in Years (PLINY): Telephone Friendship Groups Research Study;2-no result and overdue
NCT01757249;https://clinicaltrials.gov/show/NCT01757249;University of Oxford;Terminated;False;True;2013-11-01;No;2019-09-18;Pituitary Down-regulation Before IVF for Women With Endometriosis;2-no result and overdue
NCT02682862;https://clinicaltrials.gov/show/NCT02682862;University of Dundee;Completed;False;False;2019-05-22;No;2019-09-18;Ultra-long Acting Bronchodilator Therapy in Smoking Asthmatics;3-no result and not yet overdue
NCT02681523;https://clinicaltrials.gov/show/NCT02681523;Imperial College London;Terminated;False;True;2018-07-24;No;2019-09-18;ALERT: A Phase II Study of Alternating Eribulin and Hormonal Therapy in Pre-treated ER+ve Breast Cancer.;2-no result and overdue
NCT02680470;https://clinicaltrials.gov/show/NCT02680470;University of Edinburgh;Completed;False;True;2017-05-01;No;2019-09-18;Virtual Observed Therapy for Patients With Tuberculosis;2-no result and overdue
NCT02683668;https://clinicaltrials.gov/show/NCT02683668;Imperial College London;Unknown status;False;True;2016-12-01;No;2019-09-18;Airway Effects of Tiotropium in Patients With COPD;2-no result and overdue
NCT02681900;https://clinicaltrials.gov/show/NCT02681900;University of Sussex;Completed;False;True;2014-12-01;No;2019-09-18;Exploring Whether Self-affirmation Promotes Reduced Alcohol Consumption in Response to Narrative Health Information;2-no result and overdue
NCT02683486;https://clinicaltrials.gov/show/NCT02683486;Imperial College London;Unknown status;False;True;2017-04-01;No;2019-09-18;Intelligent Oxygen Therapy During Activities of Daily Living;2-no result and overdue
NCT02682472;https://clinicaltrials.gov/show/NCT02682472;University College London;Unknown status;False;True;2016-06-01;No;2019-09-18;SettleIN - Adjustment to Care in Dementia: An Intervention Feasibility Study v0.1;2-no result and overdue
NCT03293316;https://clinicaltrials.gov/show/NCT03293316;University of Oxford;Completed;False;True;2016-10-01;No;2019-09-18;Using Electroencephalography (EEG) and Transcranial Current Stimulation (tCS) to Study and Modulate Cognition Study;2-no result and overdue
NCT03296475;https://clinicaltrials.gov/show/NCT03296475;University College London;Enrolling by invitation;False;False;2019-12-01;No;2019-09-18;Intraoperative Biomechanics in Complex Abdominal Wall Reconstruction;3-no result and not yet overdue
NCT03298230;https://clinicaltrials.gov/show/NCT03298230;University of Manchester;Not yet recruiting;False;False;2019-04-01;No;2019-09-18;The RESPECT-PAD Trial;3-no result and not yet overdue
NCT03293147;https://clinicaltrials.gov/show/NCT03293147;University of Manchester;Recruiting;False;False;2019-12-01;No;2019-09-18;OUTREACH: Urine Analysis and Antihypertensive Treatment;3-no result and not yet overdue
NCT03298763;https://clinicaltrials.gov/show/NCT03298763;University College London;Recruiting;False;False;2020-03-01;No;2019-09-18;Targeted Stem Cells Expressing TRAIL as a Therapy for Lung Cancer;3-no result and not yet overdue
NCT03293576;https://clinicaltrials.gov/show/NCT03293576;University of Dundee;Recruiting;False;False;2019-12-01;No;2019-09-18;A Self-efficAcy Intervention to reDuce Injecting Risk behAviour and hePatitis c reinfecTion Rates;3-no result and not yet overdue
NCT03295032;https://clinicaltrials.gov/show/NCT03295032;Cardiff University;Completed;False;True;2016-12-29;No;2019-09-18;A Mixed-methods Evaluation of an Adapted Acceptance and Commitment Therapy (ACT) Group for Stroke Survivors;2-no result and overdue
NCT03295409;https://clinicaltrials.gov/show/NCT03295409;University of Manchester;Completed;False;True;2018-02-28;No;2019-09-18;Testing Familial Self-affirmation for Smoking Cessation;2-no result and overdue
NCT03291327;https://clinicaltrials.gov/show/NCT03291327;Queen Mary University of London;Withdrawn;False;False;2018-10-01;No;2019-09-18;Evaluation of Two Active Lactobacilli for the Maintenance of Gingival Health;3-no result and not yet overdue
NCT03298880;https://clinicaltrials.gov/show/NCT03298880;University of Exeter;Completed;False;True;2018-02-05;No;2019-09-18;Testing of a Valsalva Assist Device (VAD) in Healthy Volunteers Performing a Valsalva Manoeuvre;2-no result and overdue
NCT02715635;https://clinicaltrials.gov/show/NCT02715635;Queen Mary University of London;Recruiting;False;False;2019-06-01;No;2019-09-18;Influence of Dietary Nitrate on Vascular Dysfunction and Inflammation;3-no result and not yet overdue
NCT02717117;https://clinicaltrials.gov/show/NCT02717117;University of Nottingham;Completed;False;True;2015-11-01;No;2019-09-18;Magnetic Resonance Imaging of Motility in Crohn's 1;2-no result and overdue
NCT02718274;https://clinicaltrials.gov/show/NCT02718274;London School of Hygiene and Tropical Medicine;Completed;False;True;2018-01-31;No;2019-09-18;HIV Self-Testing Africa (STAR) Malawi: General Population;2-no result and overdue
NCT03215134;https://clinicaltrials.gov/show/NCT03215134;King's College London;Completed;False;True;2018-04-20;No;2019-09-18;Self-Criticism Feasibility Study;2-no result and overdue
NCT03214471;https://clinicaltrials.gov/show/NCT03214471;University College London;Recruiting;False;False;2019-11-01;No;2019-09-18;Evaluation of a Lifestyle Intervention After Bariatric Surgery;3-no result and not yet overdue
NCT03212157;https://clinicaltrials.gov/show/NCT03212157;University College London;Unknown status;False;True;2018-06-01;No;2019-09-18;GlucoCEST MRI in Oncology;2-no result and overdue
NCT03218813;https://clinicaltrials.gov/show/NCT03218813;King's College London;Completed;False;False;2018-10-31;No;2019-09-18;A Pharmacist-Led Hospital-Based Intervention to Support Medication Adherence Following Acute Coronary Syndrome;3-no result and not yet overdue
NCT03219853;https://clinicaltrials.gov/show/NCT03219853;Newcastle University;Recruiting;False;True;2017-12-14;No;2019-09-18;Investigating the Sensory Effects of Selenium-enriched Parsnips.;2-no result and overdue
NCT03213314;https://clinicaltrials.gov/show/NCT03213314;University of Edinburgh;Recruiting;False;False;2019-08-31;No;2019-09-18;HepaT1ca: Quantifying Liver Health in Surgical Candidates for Liver Malignancies;3-no result and not yet overdue
NCT01127113;https://clinicaltrials.gov/show/NCT01127113;University of Edinburgh;Suspended;False;True;2015-11-01;No;2019-09-18;Inflammatory Cell Trafficking After Myocardial Infarction;2-no result and overdue
NCT01120028;https://clinicaltrials.gov/show/NCT01120028;University of Oxford;Unknown status;False;True;2014-02-01;No;2019-09-18;Campath, Calcineurin Inhibitor Reduction and Chronic Allograft Nephropathy;2-no result and overdue
NCT01123902;https://clinicaltrials.gov/show/NCT01123902;King's College London;Completed;False;True;2008-02-01;No;2019-09-18;Effectiveness of a Hand-held Fan for Breathlessness;2-no result and overdue
NCT01129518;https://clinicaltrials.gov/show/NCT01129518;University of Oxford;Completed;False;True;2013-07-01;No;2019-09-18;Can we Reduce the Number of Vaccine Injections for Children?;2-no result and overdue
NCT02116842;https://clinicaltrials.gov/show/NCT02116842;University of Leeds;Unknown status;False;True;2014-05-01;No;2019-09-18;Minimum Effective Dose (MED) & Epidural Bupivacaine;2-no result and overdue
NCT02114307;https://clinicaltrials.gov/show/NCT02114307;Imperial College London;Unknown status;False;True;2014-07-01;No;2019-09-18;REVITIVE for the Treatment of Patients With Venous Insufficiency;2-no result and overdue
NCT02110303;https://clinicaltrials.gov/show/NCT02110303;University of Edinburgh;Completed;False;True;2017-05-26;No;2019-09-18;DIAMOND - Dual Antiplatelet Therapy to Reduce Myocardial Injury;2-no result and overdue
NCT02111915;https://clinicaltrials.gov/show/NCT02111915;University of Liverpool;Unknown status;False;True;2016-10-01;No;2019-09-18;Thinking Healthy Program - Peer Delivered (Pakistan);2-no result and overdue
NCT02111512;https://clinicaltrials.gov/show/NCT02111512;Imperial College London;Completed;False;True;2015-02-01;No;2019-09-18;Safety of Nasal Influenza Immunisation in Egg Allergic Children - The SNIFFLE 2 Study;2-no result and overdue
NCT02780557;https://clinicaltrials.gov/show/NCT02780557;University of Sheffield;Completed;False;True;2018-01-30;No;2019-09-18;How Parents Can Help Babies Learn to Talk With Picture Books.;2-no result and overdue
NCT02788994;https://clinicaltrials.gov/show/NCT02788994;University of Leeds;Unknown status;False;True;2017-09-01;No;2019-09-18;Stabilization of Fresh Unilateral Unstable Pertrochanteric Hip Fracture;2-no result and overdue
NCT02782247;https://clinicaltrials.gov/show/NCT02782247;Queen Mary University of London;Recruiting;False;False;2021-11-01;No;2019-09-18;Dynamic Liver Tests in Liver Disease;3-no result and not yet overdue
NCT02789761;https://clinicaltrials.gov/show/NCT02789761;University of Reading;Unknown status;False;True;2016-06-01;No;2019-09-18;The Vascular and Cognitive Effects of Chronic High-flavanol Intake in Healthy Males;2-no result and overdue
NCT02787577;https://clinicaltrials.gov/show/NCT02787577;King's College London;Completed;False;True;2016-12-01;No;2019-09-18;The Sleep Lengthening and Metabolic Health, Body Composition, Energy Balance and Cardiovascular Risk Study;2-no result and overdue
NCT02789566;https://clinicaltrials.gov/show/NCT02789566;University of Oxford;Completed;False;True;2011-11-01;No;2019-09-18;Pharmacokinetic Study of Primaquine in Healthy Obese Thai Adult Subjects;2-no result and overdue
NCT02781064;https://clinicaltrials.gov/show/NCT02781064;London School of Hygiene and Tropical Medicine;Completed;False;False;2019-08-08;No;2019-09-18;STATIN: Web-based Investigation of Side Effects;3-no result and not yet overdue
NCT01216579;https://clinicaltrials.gov/show/NCT01216579;University of Dundee;Completed;False;True;2010-02-01;No;2019-09-18;Steroid Titration Against Mannitol IN Asthma;2-no result and overdue
NCT01213563;https://clinicaltrials.gov/show/NCT01213563;Imperial College London;Completed;False;True;2010-09-01;No;2019-09-18;Management of Type 2 Diabetes After Gastric Bypass Surgery;2-no result and overdue
NCT01214681;https://clinicaltrials.gov/show/NCT01214681;Newcastle University;Unknown status;False;True;2012-06-01;No;2019-09-18;Chemoprevention of Colorectal Cancer: the Role of Non-digestible Carbohydrates;2-no result and overdue
NCT01216631;https://clinicaltrials.gov/show/NCT01216631;University of Leeds;Terminated;True;True;2011-08-01;2015-05-26;2019-09-18;Seronegative Oligoarthritis of the Knee Study (SOKS);1-result posted and overdue
NCT01210742;https://clinicaltrials.gov/show/NCT01210742;University of Oxford;Unknown status;False;True;2013-06-01;No;2019-09-18;The Efficacy of Viscosupplementation for Early Knee Osteoarthritis;2-no result and overdue
NCT01214785;https://clinicaltrials.gov/show/NCT01214785;London School of Hygiene and Tropical Medicine;Completed;False;True;2013-12-01;No;2019-09-18;Cluster Randomised Trial of Improved Sanitation in Rural Orissa, India;2-no result and overdue
NCT01213576;https://clinicaltrials.gov/show/NCT01213576;London School of Hygiene and Tropical Medicine;Terminated;True;True;2012-02-01;2015-02-10;2019-09-18;Efficacy of Higher Albendazole and Ivermectin Doses on Wuchereria Bancrofti Microfilarial Clearance in Malawi;1-result posted and overdue
NCT01218932;https://clinicaltrials.gov/show/NCT01218932;University of Oxford;Completed;False;True;2011-10-01;No;2019-09-18;Pharmacokinetic Study of Primaquine and Chloroquine in Healthy Subjects;2-no result and overdue
NCT01219725;https://clinicaltrials.gov/show/NCT01219725;University of Leeds;Unknown status;False;True;2011-12-01;No;2019-09-18;Cardiovascular Prophylaxis for Postmenopausal Women;2-no result and overdue
NCT01210040;https://clinicaltrials.gov/show/NCT01210040;Liverpool School of Tropical Medicine;Completed;False;True;2013-11-01;No;2019-09-18;Long-term Iron Supplements and Malaria Risk in Early Pregnancy: a Randomized Controlled Trial;2-no result and overdue
NCT02913898;https://clinicaltrials.gov/show/NCT02913898;University of Oxford;Active, not recruiting;False;False;2020-12-01;No;2019-09-18;Dynamic Learning in Depression;3-no result and not yet overdue
NCT02913755;https://clinicaltrials.gov/show/NCT02913755;University of Glasgow;Completed;False;True;2017-09-30;No;2019-09-18;Motivation and Self-awareness in Acquired Brain Injury (ABI);2-no result and overdue
NCT02919397;https://clinicaltrials.gov/show/NCT02919397;King's College London;Completed;False;True;2018-05-25;No;2019-09-18;Motivational Instant Messaging and E-diabetes Prevention Programme for High Risk of Type 2 Diabetes;2-no result and overdue
NCT02915146;https://clinicaltrials.gov/show/NCT02915146;University of Dundee;Recruiting;False;False;2019-08-01;No;2019-09-18;Narrowband Ultraviolet B Versus Narrowband Ultraviolet B Plus Ultraviolet A1 for Atopic Eczema;3-no result and not yet overdue
NCT02918240;https://clinicaltrials.gov/show/NCT02918240;King's College London;Active, not recruiting;False;False;2020-05-01;No;2019-09-18;How Often Should We See Our Orthodontic Patients;3-no result and not yet overdue
NCT02866942;https://clinicaltrials.gov/show/NCT02866942;Imperial College London;Completed;True;True;2017-03-01;2019-02-14;2019-09-18;Safety of Nasal Influenza Immunisation in Children With Asthma;1-result posted and overdue
NCT02866448;https://clinicaltrials.gov/show/NCT02866448;University of Reading;Withdrawn;False;False;2016-10-01;No;2019-09-18;Impact of isoQUercetin and Aspirin on Platelet Function;3-no result and not yet overdue
NCT02862249;https://clinicaltrials.gov/show/NCT02862249;King's College London;Recruiting;False;False;2020-05-01;No;2019-09-18;Trial of Faecal Microbiota Transplantation in Cirrhosis;3-no result and not yet overdue
NCT03083197;https://clinicaltrials.gov/show/NCT03083197;University of Oxford;Recruiting;False;False;2019-10-01;No;2019-09-18;Scrub Typhus Antibiotic Resistance Trial;3-no result and not yet overdue
NCT03086876;https://clinicaltrials.gov/show/NCT03086876;University College London;Not yet recruiting;False;False;2020-09-30;No;2019-09-18;Evaluation of Parent Intervention for Challenging Behaviour in Children With Intellectual Disabilities (EPICC-ID);3-no result and not yet overdue
NCT03088514;https://clinicaltrials.gov/show/NCT03088514;Queen Mary University of London;Recruiting;False;False;2020-09-01;No;2019-09-18;Investigation of Dietary Nitrate Effects in Hypertension-induced Target Organ Damage;3-no result and not yet overdue
NCT03084055;https://clinicaltrials.gov/show/NCT03084055;University of Exeter;Completed;False;True;2017-04-15;No;2019-09-18;A Pilot Randomized Controlled Trial of an Intervention for Adults With Depression: the eMotion Study.;2-no result and overdue
NCT03085550;https://clinicaltrials.gov/show/NCT03085550;University College London;Recruiting;False;False;2019-07-01;No;2019-09-18;Platelet Rich Plasma and Autologous Fat Graft for Diabetic Ulcer;3-no result and not yet overdue
NCT03084289;https://clinicaltrials.gov/show/NCT03084289;University of Oxford;Recruiting;False;False;2019-12-01;No;2019-09-18;A Study to Assess the Safety and Immunogenicity of a Candidate Malaria Vaccine Using Novel Routes of Administration;3-no result and not yet overdue
NCT01288820;https://clinicaltrials.gov/show/NCT01288820;University of Oxford;Completed;False;True;2012-04-01;No;2019-09-18;Study of ACTs Plus Primaquine for Uncomplicated Plasmodium Vivax Malaria;2-no result and overdue
NCT01289860;https://clinicaltrials.gov/show/NCT01289860;University of Reading;Completed;False;True;2013-01-01;No;2019-09-18;Investigating the Acute Effects of Flavonoids in Blueberries on Cognitive Function.;2-no result and overdue
NCT01281358;https://clinicaltrials.gov/show/NCT01281358;University of Nottingham;Completed;False;True;2014-11-01;No;2019-09-18;Helping Our Premature Infants ON to Better Motor Skills (HOP-ON);2-no result and overdue
NCT02288624;https://clinicaltrials.gov/show/NCT02288624;University of Reading;Completed;False;True;2013-04-01;No;2019-09-18;The Effects of Whole Versus Processed Orange Consumption on Satiety;2-no result and overdue
NCT02284074;https://clinicaltrials.gov/show/NCT02284074;Imperial College London;Completed;False;True;2011-04-01;No;2019-09-18;Nasal LPS Challenge in Healthy Volunteers;2-no result and overdue
NCT02286505;https://clinicaltrials.gov/show/NCT02286505;King's College London;Unknown status;False;True;2016-03-01;No;2019-09-18;Automated Brain Morphometry for Dementia Diagnosis;2-no result and overdue
NCT02288611;https://clinicaltrials.gov/show/NCT02288611;University of Reading;Completed;False;True;2013-09-01;No;2019-09-18;The Impact of Palm Date Intake on Colon Health Biomarkers;2-no result and overdue
NCT02288598;https://clinicaltrials.gov/show/NCT02288598;University of Oxford;Completed;False;True;2016-03-14;No;2019-09-18;Enhancing Speech Fluency With Non-invasive Brain Stimulation in Developmental Stuttering;2-no result and overdue
NCT02282631;https://clinicaltrials.gov/show/NCT02282631;Newcastle University;Completed;True;True;2014-12-01;2016-10-24;2019-09-18;Development and Feasibility of an Incentive Scheme to Promote Walking/Cycling to School;1-result posted and overdue
NCT02288637;https://clinicaltrials.gov/show/NCT02288637;London School of Hygiene and Tropical Medicine;Completed;False;True;2017-12-01;No;2019-09-18;Evaluation of a Novel Long Lasting Insecticidal Net and Indoor Residual Spray Product;2-no result and overdue
NCT02284191;https://clinicaltrials.gov/show/NCT02284191;University of Edinburgh;Recruiting;False;False;2020-06-01;No;2019-09-18;Rapid Assessment of Potential Ischaemic Heart Disease With CTCA;3-no result and not yet overdue
NCT03987659;https://clinicaltrials.gov/show/NCT03987659;University of Birmingham;Not yet recruiting;False;False;2021-09-01;No;2019-09-18;Therapeutic Irrigation Procedures to Treat Apical Periodontitis;3-no result and not yet overdue
NCT03981250;https://clinicaltrials.gov/show/NCT03981250;University of Glasgow;Recruiting;False;False;2020-02-28;No;2019-09-18;Effect of One Minute of Resistance Exercise Per Day on Muscular Strength (The ONE Study);3-no result and not yet overdue
NCT03984344;https://clinicaltrials.gov/show/NCT03984344;King's College London;Not yet recruiting;False;False;2021-05-01;No;2019-09-18;Theta Burst Stimulation in Anorexia Nervosa;3-no result and not yet overdue
NCT03980652;https://clinicaltrials.gov/show/NCT03980652;University of Birmingham;Not yet recruiting;False;False;2021-06-01;No;2019-09-18;Cheetah - Sterile Glove and Clean Instrument Change at the Time of Wound Closure to Reduce Surgical Site Infection;3-no result and not yet overdue
NCT03986411;https://clinicaltrials.gov/show/NCT03986411;University of Nottingham;Recruiting;False;False;2020-09-30;No;2019-09-18;Physiotherapy to Treat Urinary Incontinence in Athletes;3-no result and not yet overdue
NCT03981146;https://clinicaltrials.gov/show/NCT03981146;University of Birmingham;Not yet recruiting;False;False;2020-12-01;No;2019-09-18;A Phase II Trial Assessing Nivolumab in Strong Class II Expressing Microsatellite Stable Colorectal Cancer;3-no result and not yet overdue
NCT01021735;https://clinicaltrials.gov/show/NCT01021735;University of Glasgow;Completed;False;True;2014-12-01;No;2019-09-18;Optimal Management of Rheumatoid Arthritis Patients Requiring Biologic Therapy;2-no result and overdue
NCT01022788;https://clinicaltrials.gov/show/NCT01022788;London School of Hygiene and Tropical Medicine;Completed;False;True;2013-12-01;No;2019-09-18;Improving Newborn Survival In Southern Tanzania;2-no result and overdue
NCT01024842;https://clinicaltrials.gov/show/NCT01024842;University of Oxford;Terminated;False;True;2013-11-01;No;2019-09-18;Safety and Immunogenicity of MVA.HIVconsv in HIV-1 Seropositive Adults on HAART;2-no result and overdue
NCT01028456;https://clinicaltrials.gov/show/NCT01028456;University College London;Unknown status;False;True;2011-04-01;No;2019-09-18;Clinical Trial of Light Therapy for Epilepsy;2-no result and overdue
NCT02020239;https://clinicaltrials.gov/show/NCT02020239;University of Birmingham;Unknown status;False;True;2017-12-01;No;2019-09-18;The Effect of Physical Activity Intervention Flexibility on the Time Course of Changes in Body Composition and Metabolism;2-no result and overdue
NCT02020330;https://clinicaltrials.gov/show/NCT02020330;University of Oxford;Completed;False;True;2015-02-04;No;2019-09-18;Optimising Operational Use of Artemether-lumefantrine Comparing 3 Day Versus 5 Day;2-no result and overdue
NCT02022358;https://clinicaltrials.gov/show/NCT02022358;University College London;Terminated;False;True;2015-06-01;No;2019-09-18;Will Glucarpidase After Methotrexate Treatment for Bone Sarcoma Lead to Fewer Side Effects and Reduce Chemotherapy Delays?;2-no result and overdue
NCT02024009;https://clinicaltrials.gov/show/NCT02024009;University of Oxford;Recruiting;False;False;2020-08-01;No;2019-09-18;Systemic Therapy and Chemoradiation in Advanced Localised Pancreatic Cancer - 2;3-no result and not yet overdue
NCT02022371;https://clinicaltrials.gov/show/NCT02022371;University College London Hospitals;Completed;False;True;2016-06-01;No;2019-09-18;Prostate Cancer Genomic Heterogeneity;2-no result and overdue
NCT03633357;https://clinicaltrials.gov/show/NCT03633357;King's College London;Recruiting;False;False;2020-05-01;No;2019-09-18;Imaging 5HT7 Antagonist Effects in Bipolar Disorder;3-no result and not yet overdue
NCT03631693;https://clinicaltrials.gov/show/NCT03631693;Queen Mary University of London;Enrolling by invitation;False;False;2019-09-30;No;2019-09-18;Imaging Analysis Following Periodontal Surgery;3-no result and not yet overdue
NCT03638895;https://clinicaltrials.gov/show/NCT03638895;University of Liverpool;Not yet recruiting;False;False;2020-12-01;No;2019-09-18;Energy Expenditure From ECAL Indirect Calorimeter in a Multicomponent Weight Management Service;3-no result and not yet overdue
NCT03632525;https://clinicaltrials.gov/show/NCT03632525;University of Oxford;Recruiting;False;False;2020-08-01;No;2019-09-18;Intravenous Iron in Adults With Cystic Fibrosis;3-no result and not yet overdue
NCT03636087;https://clinicaltrials.gov/show/NCT03636087;King's College London;Recruiting;False;False;2021-09-01;No;2019-09-18;Impact of an Enhanced Sterile Protocol on Root Canal Treatment Outcome;3-no result and not yet overdue
NCT03630250;https://clinicaltrials.gov/show/NCT03630250;University of Southampton;Recruiting;False;False;2019-09-01;No;2019-09-18;Challenge of the Nasopharynx With Neisseria Lactamica Expressing the Meningococcal Protein Neisseria Adhesin A (NadA);3-no result and not yet overdue
NCT03632681;https://clinicaltrials.gov/show/NCT03632681;University of Birmingham;Completed;False;False;2019-04-01;No;2019-09-18;Effect of Intranasal Insulin on Cognitive Processes and Appetite;3-no result and not yet overdue
NCT03633474;https://clinicaltrials.gov/show/NCT03633474;University of Southampton;Recruiting;False;False;2019-09-01;No;2019-09-18;Defining the Immune Response to Nasopharyngeal Colonisation by the Commensal Neisseria Lactamica;3-no result and not yet overdue
NCT03637036;https://clinicaltrials.gov/show/NCT03637036;University of Warwick;Completed;False;False;2019-01-04;No;2019-09-18;An Improvement Project Around Staffs' Influenza Vaccine Uptake;3-no result and not yet overdue
NCT03630042;https://clinicaltrials.gov/show/NCT03630042;University College London;Not yet recruiting;False;False;2021-04-01;No;2019-09-18;Investigating the Safety and Efficacy of Rituximab and Pembrolizumab in Relapsed/Refractory Waldenström's Macroglobulinaemia;3-no result and not yet overdue
NCT01634048;https://clinicaltrials.gov/show/NCT01634048;Imperial College London;Completed;False;True;2015-05-01;No;2019-09-18;The Effect of Protein-enriched Diet on Body Composition and Appetite;2-no result and overdue
NCT01635361;https://clinicaltrials.gov/show/NCT01635361;University of Nottingham;Completed;False;True;2014-04-01;No;2019-09-18;Understanding and Appraising the New Medicine Service in England;2-no result and overdue
NCT01639378;https://clinicaltrials.gov/show/NCT01639378;Imperial College London;Unknown status;False;True;2017-04-01;No;2019-09-18;Renal Artery Denervation in Chronic Heart Failure Study;2-no result and overdue
NCT01635647;https://clinicaltrials.gov/show/NCT01635647;University of Oxford;Completed;False;True;2014-08-01;No;2019-09-18;A Phase 1/2b Study of an Investigational Malaria Vaccination Strategy in 5-17 Month Old Infants and Children in Burkina Faso;2-no result and overdue
NCT01634451;https://clinicaltrials.gov/show/NCT01634451;University of Edinburgh;Completed;False;True;2014-12-01;No;2019-09-18;Development and Evaluation of Strategies to Improve Sedation Quality in InTensive Care;2-no result and overdue
NCT01633736;https://clinicaltrials.gov/show/NCT01633736;University of Nottingham;Unknown status;False;True;2013-03-01;No;2019-09-18;Targeted Hip Strength Training in Children With Cerebral Palsy (CP);2-no result and overdue
NCT03740698;https://clinicaltrials.gov/show/NCT03740698;Imperial College London;Suspended;False;False;2020-12-01;No;2019-09-18;The Bio-Inspired Artificial Pancreas for the Home;3-no result and not yet overdue
NCT03745573;https://clinicaltrials.gov/show/NCT03745573;London School of Hygiene and Tropical Medicine;Not yet recruiting;False;False;2019-12-31;No;2019-09-18;Preventing Violence Against Children in Schools Study;3-no result and not yet overdue
NCT03742050;https://clinicaltrials.gov/show/NCT03742050;Imperial College London;Recruiting;False;False;2022-11-01;No;2019-09-18;A Placebo-controlled Trial of Percutaneous Coronary Intervention for the Relief of Stable Angina;3-no result and not yet overdue
NCT03746665;https://clinicaltrials.gov/show/NCT03746665;London School of Hygiene and Tropical Medicine;Recruiting;False;False;2020-05-01;No;2019-09-18;Maternal Immunization With MenAfriVac™;3-no result and not yet overdue
NCT03741374;https://clinicaltrials.gov/show/NCT03741374;Queen Mary University of London;Recruiting;False;False;2021-07-01;No;2019-09-18;Minimally-invasive Non-surgical Therapy of Intrabony Defects;3-no result and not yet overdue
